product_id,spec_name,spec_value
P001473,dung_lượng_ram,32GB
P001473,cpu,Intel Core i7-14700K (SN)
P001473,vga,VGA Gigabyte Geforce RTX 5080 WindForce 16GB GV-N5080WF3OC-16GD
P001473,ram,Ram PC Kingston Fury DDR5 5600MHz 32GB (2*16) KF556C40BBK2-32WP
P001473,ssd,Ổ cứng SSD Kingston NV3 PCIe 4.0 NVMe 1TB
P001473,mainboard,ASUS TUF Gaming B760M-Plus WiFi D5 (SN)
P001473,chipset_(pc_lắp_ráp),B760M
P001474,chipset,Qualcomm Snapdragon 8 Gen 3 (4 nm)
P001474,pin,4880 mAh
P001474,dung_lượng_ram,12 GB
P001474,kích_thước_màn_hình,6.73 inches
P001474,công_nghệ_màn_hình,LTPO AMOLED
P001474,hệ_điều_hành,Android 14
P001474,độ_phân_giải_màn_hình,1440 x 3200 pixels (QHD+)
P001474,loại_cpu,1x3.3 GHz Cortex-X4 & 5x3.2 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520
P001474,camera_sau,"Camera góc rộng: 50 MP, f/1.4-f/4.0, 23mm, 1/1.31"", 1.2µm, dual pixel PDAF, Laser AF, OISCamera tele: 50 MP, f/2.0, 75mm, PDAF (10cm - ∞), OIS, 3.2x optical zoomCamera góc siêu rộng: 50 MP, f/2.2, 14mm, 115˚, AF"
P001474,camera_trước,Camera góc rộng: 32 MP
P001474,công_nghệ_nfc,Có
P001474,bộ_nhớ_trong,256 GB
P001474,thẻ_sim,2 Nano SIM hoặc 1 Nano + 1 eSIM
P001474,tính_năng_màn_hình,"Tần số quét 120Hz, 68 tỷ màu , Dolby Vision, HDR10+, 3000 nits (peak)"
P001475,chipset,MediaTek Helio P35 8 nhân
P001475,pin,Li-Po 4230 mAh
P001475,dung_lượng_ram,4 GB
P001475,kích_thước_màn_hình,6.5 inches
P001475,công_nghệ_màn_hình,"IPS LCD, 16 triệu màu"
P001475,hệ_điều_hành,Android 9.0 (Pie); ColorOS 6.1
P001475,độ_phân_giải_màn_hình,720 x 1600 pixel
P001475,loại_cpu,4 nhân 2.3 GHz & 4 nhân 1.8 GHz
P001475,camera_sau,"Chính 12 MP & Phụ 2 MP, 2 MP"
P001475,camera_trước,8 MP
P001475,bộ_nhớ_trong,128 GB
P001475,thẻ_sim,2 SIM (Nano-SIM)
P001475,cảm_biến,"- Mở khóa bằng vân tay - Mở khoá khuôn mặt - Cảm biến tiệm cận, ánh sáng, cảm ứng từ ,gia tốc - Con quay hồi chuyển, máy đếm bước"
P001476,chipset,Qualcomm Snapdragon 7 Gen 1
P001476,pin,5000 mAh
P001476,dung_lượng_ram,12 GB
P001476,kích_thước_màn_hình,6.7 inches
P001476,công_nghệ_màn_hình,OLED
P001476,hệ_điều_hành,Android 13
P001476,loại_cpu,1x2.5 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510
P001476,camera_sau,"Camera góc rộng: 200 MP, f/1.9, 1/1.4"", 0.56µm, PDAFCamera góc siêu rộng: 12 MP, f/2.2, 112˚ , AFCamera đo độ sâu: 2 MP, f/2.4"
P001476,camera_trước,"Camera góc siêu rộng: 50 MP, f/2.4, 100˚"
P001476,công_nghệ_nfc,Có
P001476,bộ_nhớ_trong,256 GB
P001476,thẻ_sim,2 SIM (Nano-SIM)
P001476,tính_năng_màn_hình,"1 tỷ màu, tần số quét 120Hz, 1600 nits"
P001477,chipset,Qualcomm SM8350 Snapdragon 888 5G (5 nm)
P001477,pin,Li-Po 5000 mAh (Không thể tháo rời)
P001477,dung_lượng_ram,8 GB
P001477,kích_thước_màn_hình,6.62 inches
P001477,công_nghệ_màn_hình,AMOLED
P001477,hệ_điều_hành,Android 12 ColorOS 12
P001477,độ_phân_giải_màn_hình,1080 x 2400 pixels (FullHD+)
P001477,loại_cpu,Octa-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680
P001477,camera_sau,"50 MP, f/1.8, 24mm (Rộng), 1/1.56"", 1.0µm, đa hướng PDAF, OIS 8 MP, f/2.2, 119˚ (Siêu rộng)2 MP, f/2.4, (Macro)"
P001477,camera_trước,"16 MP, f/2.5, 26mm (Rộng), 1/3"", 1.0µm"
P001477,công_nghệ_nfc,Có
P001477,bộ_nhớ_trong,128 GB
P001477,thẻ_sim,2 SIM (Nano-SIM)
P001477,tính_năng_màn_hình,AMOLED 120Hz HDR10+ 1300 nits (peak)
P001478,chipset,Snapdragon 888+ 5G (5 nm)
P001478,pin,4500 mAh
P001478,dung_lượng_ram,8 GB
P001478,kích_thước_màn_hình,6.78 inches
P001478,công_nghệ_màn_hình,LTPO AMOLED
P001478,hệ_điều_hành,Android 11
P001478,độ_phân_giải_màn_hình,1440 x 3200 pixels (QHD+)
P001478,loại_cpu,1x2.99 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55
P001478,camera_sau,"Camera góc rộng: 50 MP, f/1.8, 1/1.56"", 1.0µm, PDAF, gimbal OISCamera Tele: 16 MP, f/2.2, 1/3.1"", 1.0µm, PDAF, OIS, 2.5x optical zoomCamera góc siêu rộng: 48 MP, f/2.2, 14mm, 114˚, 0.8µm, AF"
P001478,camera_trước,"Camera góc rộng: 16 MP, f/2.4"
P001478,công_nghệ_nfc,Có
P001478,bộ_nhớ_trong,256 GB
P001478,thẻ_sim,2 SIM (Nano-SIM)
P001478,tính_năng_màn_hình,"Tần số quét 120Hz, HDR10+, Dolby Vision, 1500 nits"
P001479,chipset,MediaTek 700
P001479,pin,5000mAh
P001479,dung_lượng_ram,4 GB
P001479,kích_thước_màn_hình,6.58 inches
P001479,công_nghệ_màn_hình,IPS LCD
P001479,hệ_điều_hành,Android 12
P001479,độ_phân_giải_màn_hình,1080 x 2400 pixels (FullHD+)
P001479,loại_cpu,"2x2,2 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55"
P001479,camera_sau,"Camera chính góc rộng: 50 MP, f/1.8, PDAF Cảm biến độ sâu: 2 MP, f/2.4"
P001479,camera_trước,"8 MP, f/2.2"
P001479,công_nghệ_nfc,Có
P001479,bộ_nhớ_trong,64 GB
P001479,thẻ_sim,2 SIM (Nano-SIM)
P001479,tính_năng_màn_hình,"IPS LCD, 90Hz Kính cường lực Corning Gorilla Glass 3"
P001480,chipset,MediaTek Helio G99
P001480,pin,Li-Ion 5000 mAh
P001480,dung_lượng_ram,8 GB
P001480,kích_thước_màn_hình,6.7 inches
P001480,công_nghệ_màn_hình,IPS LCD
P001480,hệ_điều_hành,Android 15
P001480,độ_phân_giải_màn_hình,720 x 1600 pixel
P001480,loại_cpu,8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz)
P001480,camera_sau,Chính 50 MPPhụ 2 MP
P001480,camera_trước,8 MP
P001480,công_nghệ_nfc,Không
P001480,bộ_nhớ_trong,256 GB
P001480,thẻ_sim,2 Nano-SIM
P001480,tính_năng_màn_hình,Độ sáng tối đa 480 nitsKính cường lực Panda
P001481,chipset,MediaTek Dimensity 8500-Ultra
P001481,pin,6500 mAh
P001481,dung_lượng_ram,12 GB
P001481,kích_thước_màn_hình,6.59 inches
P001481,công_nghệ_màn_hình,AMOLED
P001481,hệ_điều_hành,Xiaomi HyperOS 3
P001481,độ_phân_giải_màn_hình,2756 x 1268 pixels
P001481,loại_cpu,8 nhân
P001481,camera_sau,"Chính 50 MP, f/1.7Tele 0 MP, f/3.0Góc siêu rộng 12 MP, f/2.2"
P001481,camera_trước,"32 MP, f/2.2"
P001481,công_nghệ_nfc,Có
P001481,bộ_nhớ_trong,512 GB
P001481,thẻ_sim,2 Nano SIM hoặc 2 eSIM hoặc 1 Nano SIM + 1 eSIM
P001481,tính_năng_màn_hình,"Độ sáng tối đa 3500 nits460 PPI100% DCI-P312bit, 68 tỉ màuDolby VisionHDR10+"
P001482,chipset,Unisoc T7250
P001482,pin,6000 mAh
P001482,dung_lượng_ram,8 GB
P001482,kích_thước_màn_hình,6.9 inches
P001482,công_nghệ_màn_hình,IPS LCD
P001482,camera_sau,50 MP + 2 MP + 0.08 MP
P001482,camera_trước,16 MP
P001482,công_nghệ_nfc,Có
P001482,bộ_nhớ_trong,128 GB
P001482,thẻ_sim,2 Nano-SIM
P001482,tính_năng_màn_hình,"Tần số quét 120Hz,"
P001483,chipset,Qualcomm Snapdragon 8 Gen 2 (4 nm)
P001483,pin,5000 mAh
P001483,dung_lượng_ram,8 GB
P001483,kích_thước_màn_hình,6.1 inches
P001483,công_nghệ_màn_hình,OLED
P001483,hệ_điều_hành,Android 13
P001483,độ_phân_giải_màn_hình,1080 x 2520 pixels
P001483,loại_cpu,1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz
P001483,camera_sau,"Camera góc rộng: 48 MP, f/1.9, 24mm, Dual Pixel PDAF, OISCamera góc siêu rộng:12 MP, f/2.2, 123˚, 16mm, Dual Pixel PDAF"
P001483,camera_trước,"Camera góc rộng: 12 MP, f/2.0, 24mm, HDR"
P001483,công_nghệ_nfc,Có
P001483,bộ_nhớ_trong,256 GB
P001483,thẻ_sim,2 SIM (Nano-SIM)
P001483,tính_năng_màn_hình,"1 tỷ màu, tần số quét 120Hz, HDR10Corning Gorilla Glass Victus 2 Giảm nhèo do chuyển động 240hz, DCI-P3 100%,"
P001484,chipset,Dimensity 9400
P001484,pin,"5,600mAh"
P001484,dung_lượng_ram,12 GB
P001484,kích_thước_màn_hình,6.3 inches
P001484,công_nghệ_màn_hình,OLED
P001484,hệ_điều_hành,ColorOS 15
P001484,loại_cpu,"Tến trình 3nm, có 8 nhân với xung nhịp tối đa lên tới 3.62GHz"
P001484,camera_sau,"Camera chính: 50 megapixel, f/1.8Camera góc rộng: 50 megapixel, f/2.0Camera tele: 50 megapixel, f/2.8"
P001484,bộ_nhớ_trong,256 GB
P001484,tính_năng_màn_hình,"Độ phân giải 1.5K, Tần tần số quét thích ứng 1-120Hz"
P001485,chipset,MediaTek 1080 (6nm)
P001485,pin,5000 mAh
P001485,dung_lượng_ram,6 GB
P001485,kích_thước_màn_hình,6.66 inches
P001485,công_nghệ_màn_hình,AMOLED
P001485,hệ_điều_hành,Android 12
P001485,độ_phân_giải_màn_hình,1080 x 2400 pixels (FullHD+)
P001485,loại_cpu,"2x2,6 GHz Cortex-A78 & 6x2,0 GHz Cortex-A55"
P001485,camera_sau,"Camera góc rộng: 50MP, f/1.9, 24mm, 1/1.56"", 1.0µm, PDAF, OIS Camera góc siêu rộng: 8 MP, f/1.9, 119˚, 1/4"", 1.12µm Camera macro: 2 MP, f/2.4"
P001485,camera_trước,"Camera góc rộng: 16 MP, 1/3.06"", 1.0µm"
P001485,công_nghệ_nfc,Có
P001485,bộ_nhớ_trong,128 GB
P001485,thẻ_sim,2 SIM (Nano-SIM)
P001485,tính_năng_màn_hình,"Tần số quét: 120Hz Dolby Vision, HDR10+, 500 nit, 900 nit"
P001486,chipset,MediaTek Helio G88
P001486,pin,6.000 mAh
P001486,dung_lượng_ram,6 GB
P001486,kích_thước_màn_hình,6.8 inches
P001486,công_nghệ_màn_hình,IPS LCD
P001486,camera_sau,13 MP + 2 MP + 2 MP
P001486,camera_trước,5 MP
P001486,bộ_nhớ_trong,128 GB
P001487,chipset,Apple A16 Bionic
P001487,pin,4383 mAh
P001487,dung_lượng_ram,6 GB
P001487,kích_thước_màn_hình,6.7 inches
P001487,công_nghệ_màn_hình,Super Retina XDR OLED
P001487,hệ_điều_hành,iOS 17
P001487,độ_phân_giải_màn_hình,2796 x 1290-pixel
P001487,loại_cpu,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện
P001487,camera_sau,Chính 48 MP & Phụ 12 MP
P001487,camera_trước,"12MP, ƒ/1.9"
P001487,công_nghệ_nfc,Có
P001487,bộ_nhớ_trong,256 GB
P001487,thẻ_sim,2 SIM (nano‑SIM và eSIM)
P001487,tính_năng_màn_hình,Dynamic Island HDR display True Tone Wide color (P3) Tần số quét 60 HzHaptic TouchLớp phủ oleophobia chống dấu vân tayĐộ sáng tối đa: 2000 nits Mật độ điểm ảnh 460 ppi
P001488,chipset,Apple A18 Pro
P001488,kích_thước_màn_hình,6.3 inches
P001488,công_nghệ_màn_hình,Super Retina XDR OLED
P001488,hệ_điều_hành,iOS 18
P001488,độ_phân_giải_màn_hình,2622 x 1206 pixels
P001488,loại_cpu,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện
P001488,camera_sau,"Camera chính: 48MP, f/1.78, 24mm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu caoHỗ trợ Telephoto 2x 12MP: 52 mm, ƒ/1.6 Camera góc siêu rộng: 48MP, 13 mm, ƒ/2.2 và trường ảnh 120°, H"
P001488,camera_trước,"12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels"
P001488,công_nghệ_nfc,Có
P001488,bộ_nhớ_trong,1 TB
P001488,thẻ_sim,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim
P001488,tính_năng_màn_hình,Dynamic IslandMàn hình HDRTrue ToneDải màu rộng (P3)Haptic TouchTỷ lệ tương phản 2.000.000:1Độ sáng tối đa 1000 nit460 ppiLớp phủ kháng dầu chống in dấu vân tayHỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự
P001488,tương_thích,Tương Thích Với Thiết Bị Trợ Thính
P001489,chipset,Snapdragon 480 5G
P001489,dung_lượng_ram,4 GB
P001489,camera_sau,48MP
P001489,công_nghệ_nfc,Có
P001489,bộ_nhớ_trong,128 GB
P001489,tính_năng_màn_hình,120Hz
P001490,chipset,MediaTek Helio G99
P001490,pin,Li-Ion 5000 mAh
P001490,dung_lượng_ram,8 GB
P001490,kích_thước_màn_hình,6.7 inches
P001490,công_nghệ_màn_hình,Super AMOLED
P001490,hệ_điều_hành,Android 15
P001490,độ_phân_giải_màn_hình,1080 x 2340 pixels (FullHD+)
P001490,loại_cpu,8 nhân (2 nhân 2.2GHz & 6 nhân 2.0GHz)
P001490,camera_sau,"Chính 50 MPPhụ 5 MP, 2 MP"
P001490,camera_trước,13 MP
P001490,công_nghệ_nfc,Có
P001490,bộ_nhớ_trong,128 GB
P001490,thẻ_sim,2 Nano SIM (Sim 2 chung khe với thẻ nhớ)
P001490,tính_năng_màn_hình,Độ sáng tối đa 800 nitsKính cường lực Corning Gorilla Glass 7
P001491,chipset,Qualcomm Snapdragon 8 Elite Gen 5
P001491,pin,6000 mAh
P001491,dung_lượng_ram,16 GB
P001491,kích_thước_màn_hình,6.9 inches
P001491,công_nghệ_màn_hình,LTPO AMOLED
P001491,hệ_điều_hành,Android 16 với HyperOS
P001491,loại_cpu,8 nhân
P001491,camera_sau,Camera chính: 200 MPGóc siêu rộng: 50 MP
P001491,camera_trước,50 MP
P001491,công_nghệ_nfc,Có
P001491,bộ_nhớ_trong,512 GB
P001491,thẻ_sim,2 Nano-SIM
P001491,tính_năng_màn_hình,Độ phân giải màn hình: 2608 × 1200 pixelsĐộ sáng tối đa 3500 nits
P001492,chipset,Exynos 850
P001492,pin,"Li-Po 5000 mAh battery, Fast charging 15W"
P001492,dung_lượng_ram,6 GB
P001492,kích_thước_màn_hình,6.5 inches
P001492,công_nghệ_màn_hình,TFT LCD
P001492,hệ_điều_hành,"Android 10, One UI 2.0"
P001492,độ_phân_giải_màn_hình,720 x 1600 pixel
P001492,loại_cpu,Octa-core (4x2.0 GHz & 4x2.0 GHz)
P001492,camera_sau,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)"
P001492,camera_trước,"13 MP, f/2.2, (wide), 1/3.1"", 1.12µm"
P001492,bộ_nhớ_trong,64 GB
P001492,thẻ_sim,2 SIM (Nano-SIM)
P001492,cảm_biến,"Cảm biến vân tay, cảm biến tiệm cận, gia tốc kế, la bàn, con quay hồi chuyển"
P001493,chipset,MediaTek MT6877 Dimensity 900 5G (6 nm)
P001493,pin,Li-Po 4500 mAh
P001493,dung_lượng_ram,8 GB
P001493,kích_thước_màn_hình,6.43 inches
P001493,công_nghệ_màn_hình,AMOLED
P001493,hệ_điều_hành,"Android 12, OxygenOS 12"
P001493,độ_phân_giải_màn_hình,1080 x 2400 pixels (FullHD+)
P001493,loại_cpu,2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55
P001493,camera_sau,"Camera chính góc rộng: 64 MP, f/1.8, PDAF Camera góc siêu rộng: 8 MP, f/2.2 Camera macro: 2 MP, f/2.4"
P001493,camera_trước,"16 MP, f/2.4"
P001493,công_nghệ_nfc,Không
P001493,bộ_nhớ_trong,128 GB
P001493,thẻ_sim,2 SIM (Nano-SIM)
P001493,tính_năng_màn_hình,"90Hz, 20:9, Corning Gorilla Glass 5"
P001494,chipset,Snapdragon 7s Gen 2 8 nhân
P001494,pin,5100 mAh
P001494,dung_lượng_ram,12 GB
P001494,kích_thước_màn_hình,6.67 inches
P001494,công_nghệ_màn_hình,AMOLED
P001494,hệ_điều_hành,Android 13
P001494,độ_phân_giải_màn_hình,1220 x 2712 pixels
P001494,loại_cpu,4 nhân 2.4 GHz & 4 nhân 1.95 GHz
P001494,camera_sau,"Chính 200 MP & Phụ 8 MP, 2 MP"
P001494,camera_trước,16 MP
P001494,công_nghệ_nfc,Có
P001494,bộ_nhớ_trong,512 GB
P001494,thẻ_sim,2 SIM (Nano-SIM)
P001494,tính_năng_màn_hình,Tần số quét 120 Hz1800 nitsKính cường lực Corning Gorilla Glass Victus
P001495,chipset,MediaTek Helio G81
P001495,pin,5000 mAh
P001495,dung_lượng_ram,6 GB
P001495,kích_thước_màn_hình,6.79 inches
P001495,công_nghệ_màn_hình,TFT LCD
P001495,hệ_điều_hành,Android 15
P001495,độ_phân_giải_màn_hình,720 x 1640 pixels
P001495,loại_cpu,Octa-core
P001495,camera_sau,"50 MP, AF f/1.8Camera macro: 2 MP, f/2.4"
P001495,camera_trước,"5 MP, f/2.0"
P001495,công_nghệ_nfc,Có
P001495,bộ_nhớ_trong,256 GB
P001495,thẻ_sim,2 Nano-SIM
P001496,chipset,Snapdragon 8+ Gen 1 4G (4 nm)
P001496,pin,4815 mAh
P001496,dung_lượng_ram,8 GB
P001496,kích_thước_màn_hình,6.66 inches
P001496,công_nghệ_màn_hình,LTPO AMOLED
P001496,hệ_điều_hành,HarmonyOS 3.1
P001496,loại_cpu,1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510
P001496,camera_sau,"Camera góc rộng: 48 MP, f/1.4-f/4.0, 25mm, PDAF, Laser AF, OIS Tele kính tiềm vọng: 12 MP, f/3.4, 125mm, PDAF, OIS, 5x optical zoom Camera góc siêu rộng:13 MP, f/2.2, 13mm"
P001496,camera_trước,"Camera góc siêu rộng: 13 MP, f/2.4"
P001496,công_nghệ_nfc,Có
P001496,bộ_nhớ_trong,128 GB
P001496,thẻ_sim,2 SIM (Nano-SIM)
P001496,tính_năng_màn_hình,"1 tỷ màu, Tần số quét 120Hz"
P001497,chipset,MediaTek Dimensity 720 5G (7 nm)
P001497,pin,"Li-Po 5000 mAh, Fast charging 18W"
P001497,dung_lượng_ram,6 GB
P001497,kích_thước_màn_hình,6.5 inches
P001497,công_nghệ_màn_hình,"IPS LCD capacitive touchscreen, 16M colors"
P001497,hệ_điều_hành,"Android 10, realme UI"
P001497,độ_phân_giải_màn_hình,720 x 1600 pixel
P001497,loại_cpu,Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)
P001497,camera_sau,"13 MP, f/2.2, 26mm (wide), PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)"
P001497,camera_trước,"8 MP, f/2.0, 26mm (wide)"
P001497,công_nghệ_nfc,Không
P001497,bộ_nhớ_trong,64 GB
P001497,thẻ_sim,2 SIM (Nano-SIM)
P001497,cảm_biến,"Cảm biến vân tay, cảm biến tiệm cận, gia tốc kế, la bàn, con quay hồi chuyển"
P001498,chipset,MediaTek Helio G99
P001498,pin,"5,000mAh"
P001498,dung_lượng_ram,4 GB
P001498,kích_thước_màn_hình,6.7 inches
P001498,công_nghệ_màn_hình,Super AMOLED
P001498,hệ_điều_hành,Android 15
P001498,độ_phân_giải_màn_hình,1080 x 2340 pixels (FullHD+)
P001498,loại_cpu,"2.2GHz,2.0GHz Octa-Core"
P001498,camera_sau,"Camera góc rộng: 50MPCamera góc siêu rộng: 5MP Camera Macro: 2MP Khẩu độ (Đa khẩu độ): F1.8 , F2.2 , F2.4"
P001498,camera_trước,13MP
P001498,công_nghệ_nfc,Có
P001498,bộ_nhớ_trong,128 GB
P001498,thẻ_sim,2 Nano-SIM
P001498,tính_năng_màn_hình,90Hz
P001499,chipset,Chip A19 Pro
P001499,kích_thước_màn_hình,6.3 inches
P001499,công_nghệ_màn_hình,Super Retina XDR
P001499,hệ_điều_hành,iOS 26
P001499,độ_phân_giải_màn_hình,2622 x 1206 pixels
P001499,loại_cpu,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện
P001499,camera_sau,Chính: 48MP khẩu độ ƒ/1.6 OIS hỗ trợ chụp 24MP hoặc 48MPGóc Siêu Rộng: 48MP khẩu độ ƒ/2.2 góc nhìn 120°Telephoto: 48MP khẩu độ ƒ/2.8 OIS zoom quang học lên đến 8x
P001499,camera_trước,Camera 18MP Center Stage Khẩu độ ƒ/1.9
P001499,công_nghệ_nfc,Có
P001499,bộ_nhớ_trong,256 GB
P001499,thẻ_sim,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim
P001499,tính_năng_màn_hình,"Màn hình Luôn Bật, ProMotion 120Hz, HDR, True Tone, Dải màu rộng (P3), Haptic Touch, Tỷ lệ tương phản 2.000.000:1, Độ sáng 1000 nit (tiêu chuẩn), 1600 nit (HDR), 3000 nit (ngoài trời) / tối thiểu 1 nit, Lớp phủ kháng dầu, Chống phản chiếu, Hỗ trợ đa ngôn"
P001500,chipset,Exynos 2400
P001500,pin,4.000 mAh
P001500,dung_lượng_ram,8 GB
P001500,kích_thước_màn_hình,6.2 inches
P001500,công_nghệ_màn_hình,Dynamic AMOLED 2X
P001500,hệ_điều_hành,"Android 14, One UI 6.1"
P001500,độ_phân_giải_màn_hình,1080 x 2340 pixels (FullHD+)
P001500,loại_cpu,"1 nhân 3.3 GHz, 5 nhân 3.2 GHz & 2 nhân 2.3 GHz"
P001500,camera_sau,"Camera chính 50 MP, f/1.8 Camera tele: 10 MP, f/2.4, PDAF, OIS, zoom quang học 3xCamera góc siêu rộng: 12 MP, f/2.2, 120˚"
P001500,camera_trước,"12 MP, f/2.2"
P001500,công_nghệ_nfc,Có
P001500,bộ_nhớ_trong,512 GB
P001500,thẻ_sim,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM
P001500,tính_năng_màn_hình,"120Hz, Độ sáng tối đa 2600 nits, Corning® Gorilla® Glass Victus® 2, 16 triệu màu"
P001500,tương_thích,IP68
P001501,pin,2300mAh
P001501,kích_thước_màn_hình,2.4 inches
P001501,loại_cpu,ASR3603S
P001501,thẻ_sim,2 Nano-SIM
P001501,tính_năng_màn_hình,Màu màn hình: 262KĐộ phân giải: QVGA 240*320
P001502,chipset,MediaTek và Snapdragon 4 nm
P001502,pin,5500 mAh
P001502,dung_lượng_ram,8 GB
P001502,kích_thước_màn_hình,6.66 inches
P001502,công_nghệ_màn_hình,OLED
P001502,hệ_điều_hành,Android 13
P001502,độ_phân_giải_màn_hình,1440 x 3200 pixels (QHD+)
P001502,loại_cpu,1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510
P001502,camera_sau,"Camera góc rộng: 64MP, f/1.8, 1/2"", 0,7µm, PDAF, OIS Camera góc siêu rộng: 8MP, 120˚, 1/4"", 1,12µm Camera macro: 2MP, f/2.4"
P001502,camera_trước,"Camera góc rộng: 16MP, 1/3.06"", 1.0µm"
P001502,công_nghệ_nfc,Có
P001502,bộ_nhớ_trong,128 GB
P001502,thẻ_sim,2 SIM (Nano-SIM)
P001502,tính_năng_màn_hình,"68 tỷ màu Tần số quét 120Hz, Dolby Vision, HDR10+, 1400 nits"
P001503,công_nghệ_nfc,Có
P001504,chipset,Dimensity 1200
P001504,dung_lượng_ram,8 GB
P001504,kích_thước_màn_hình,6.0 inches
P001504,công_nghệ_màn_hình,AMOLED
P001504,hệ_điều_hành,Android 13
P001504,camera_sau,camera góc rộng: 108MP Camera góc siêu rộng 13MP
P001504,công_nghệ_nfc,Có
P001504,bộ_nhớ_trong,512 GB
P001504,tính_năng_màn_hình,Tần số quét 120 Hz
P001505,chipset,Exynos 2400
P001505,pin,4000 mAh
P001505,dung_lượng_ram,8 GB
P001505,kích_thước_màn_hình,6.2 inches
P001505,công_nghệ_màn_hình,Dynamic AMOLED 2X
P001505,hệ_điều_hành,"Android 14, One UI 6.1"
P001505,độ_phân_giải_màn_hình,1080 x 2340 pixels (FullHD+)
P001505,loại_cpu,"1 nhân 3.3 GHz, 5 nhân 3.2 GHz & 2 nhân 2.3 GHz"
P001505,camera_sau,"Camera chính 50 MP, f/1.8 Camera tele: 10 MP, f/2.4, PDAF, OIS, zoom quang học 3xCamera góc siêu rộng: 12 MP, f/2.2, 120˚"
P001505,camera_trước,"12 MP, f/2.2"
P001505,công_nghệ_nfc,Có
P001505,bộ_nhớ_trong,256 GB
P001505,thẻ_sim,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM
P001505,tính_năng_màn_hình,"120Hz, Độ sáng tối đa 2600 nits, Corning® Gorilla® Glass Victus® 2, 16 triệu màu"
P001505,tương_thích,IP68
P001506,chipset,Snapdragon 778G Plus
P001506,pin,"5,000 mAh"
P001506,dung_lượng_ram,12 GB
P001506,kích_thước_màn_hình,6.7 inches
P001506,công_nghệ_màn_hình,OLED
P001506,hệ_điều_hành,Android 13
P001506,camera_sau,64 MP
P001506,camera_trước,50 MP
P001506,công_nghệ_nfc,Có
P001506,bộ_nhớ_trong,256 GB
P001506,tính_năng_màn_hình,Tốc độ làm mới 120Hz
P001507,chipset,Dimensity 9500s
P001507,pin,9000 mAh
P001507,dung_lượng_ram,16 GB
P001507,công_nghệ_màn_hình,OLED
P001507,hệ_điều_hành,Android 16
P001507,camera_sau,50MP OIS + 8MP
P001508,chipset,Chip A18
P001508,pin,Thời gian xem video Lên đến 26 giờ Thời gian xem video (trực tuyến) Lên đến 21 giờThời gian nghe nhạc Lên đến 90 giờ
P001508,kích_thước_màn_hình,6.1 inches
P001508,công_nghệ_màn_hình,Super Retina XDR
P001508,hệ_điều_hành,iOS 18
P001508,độ_phân_giải_màn_hình,2532 x 1170 pixels
P001508,loại_cpu,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện
P001508,camera_sau,"Hệ thống camera 2 trong 1Fusion 48MP: 26 mm, khẩu độ ƒ/1.6, chống rung quang học, Hybrid Focus Pixels, ảnh có độ phân giải siêu cao (24MP và 48MP)Đồng thời hỗ trợ Telephoto 2x 12MP: 52 mm, khẩu độ ƒ/1.6, chống rung quang học, Hybrid Focus Pixels"
P001508,camera_trước,Camera 12MP Khẩu độ ƒ/1.9 Camera TrueDepth hỗ trợ nhận diện khuôn mặt
P001508,công_nghệ_nfc,Có
P001508,bộ_nhớ_trong,256 GB
P001508,thẻ_sim,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim
